Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1986","1986","kg/ha","481.9","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1986","1986","t","46700","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1987","1987","kg/ha","512.3","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1987","1987","t","53680","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1988","1988","kg/ha","481.8","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1988","1988","t","54080","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1989","1989","kg/ha","469","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1989","1989","t","55430","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1990","1990","kg/ha","465.2","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1990","1990","t","56153","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1991","1991","kg/ha","465.1","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1991","1991","t","58141","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1992","1992","kg/ha","458.3","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1992","1992","t","54857","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1993","1993","kg/ha","457.4","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1993","1993","t","57472","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1994","1994","kg/ha","466.4","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1994","1994","t","50624","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1995","1995","kg/ha","465.6","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1995","1995","t","56652","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1996","1996","kg/ha","438","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1996","1996","t","49635","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1997","1997","kg/ha","459","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1997","1997","t","50317","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1998","1998","kg/ha","531.2","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1998","1998","t","50685","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","1999","1999","kg/ha","526.5","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","1999","1999","t","51485","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2000","2000","kg/ha","441.8","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2000","2000","t","36731","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2001","2001","kg/ha","449.9","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2001","2001","t","36070","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2002","2002","kg/ha","407.7","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2002","2002","t","34002","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2003","2003","kg/ha","480.5","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2003","2003","t","41704","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2004","2004","kg/ha","526","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2004","2004","t","38753","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2005","2005","kg/ha","460","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2005","2005","t","37099","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2006","2006","kg/ha","456","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2006","2006","t","35258","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2007","2007","kg/ha","459","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2007","2007","t","39904","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2008","2008","kg/ha","491.9","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2008","2008","t","44740","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2009","2009","kg/ha","470.1","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2009","2009","t","44740","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2010","2010","kg/ha","413.4","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2010","2010","t","39534","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2011","2011","kg/ha","375","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2011","2011","t","37202","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2012","2012","kg/ha","275.7","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2012","2012","t","41670","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2013","2013","kg/ha","301.2","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2013","2013","t","46739","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2014","2014","kg/ha","358","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2014","2014","t","47732","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2015","2015","kg/ha","400.7","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2015","2015","t","54797.95","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2016","2016","kg/ha","402.3","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2016","2016","t","56785","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2017","2017","kg/ha","857.3","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2017","2017","t","89282","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2018","2018","kg/ha","926.6","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2018","2018","t","97978","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2019","2019","kg/ha","867","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2019","2019","t","102154","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","336.7","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2020","2020","t","63416","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","355.1","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2021","2021","t","69040","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","327.1","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2022","2022","t","62158","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","313.6","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01640","Cocoa beans","2023","2023","t","59831","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1961","1961","kg/ha","326.9","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1961","1961","t","85000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1962","1962","kg/ha","397.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1962","1962","t","110000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1963","1963","kg/ha","393.8","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1963","1963","t","115000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1964","1964","kg/ha","451.5","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1964","1964","t","139069","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1965","1965","kg/ha","372.4","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1965","1965","t","121772","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1966","1966","kg/ha","436.6","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1966","1966","t","149662","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1967","1967","kg/ha","409.6","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1967","1967","t","146640","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1968","1968","kg/ha","389.3","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1968","1968","t","144476","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1969","1969","kg/ha","467.2","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1969","1969","t","180706","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1970","1970","kg/ha","443.1","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1970","1970","t","179156","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1971","1971","kg/ha","534.1","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1971","1971","t","225814","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1972","1972","kg/ha","421","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1972","1972","t","185445","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1973","1973","kg/ha","419.6","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1973","1973","t","208522","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1974","1974","kg/ha","512.8","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1974","1974","t","241511","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1975","1975","kg/ha","464.1","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1975","1975","t","231136","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1976","1976","kg/ha","441.7","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1976","1976","t","232330","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1977","1977","kg/ha","435","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1977","1977","t","303621","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1978","1978","kg/ha","430.2","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1978","1978","t","318381","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1979","1979","kg/ha","506.9","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1979","1979","t","397759","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1980","1980","kg/ha","498.7","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1980","1980","t","417222","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1981","1981","kg/ha","515.6","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1981","1981","t","464751","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1982","1982","kg/ha","378.2","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1982","1982","t","360445","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1983","1983","kg/ha","431.5","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1983","1983","t","411081","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1984","1984","kg/ha","549.3","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1984","1984","t","565042","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1985","1985","kg/ha","504.7","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1985","1985","t","555115","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1986","1986","kg/ha","520.3","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1986","1986","t","610680","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1987","1987","kg/ha","538.2","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1987","1987","t","664031","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1988","1988","kg/ha","531.2","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1988","1988","t","832177","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1989","1989","kg/ha","568.4","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1989","1989","t","780521","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1990","1990","kg/ha","515.5","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1990","1990","t","807501","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1991","1991","kg/ha","541.6","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1991","1991","t","764708","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1992","1992","kg/ha","560.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1992","1992","t","813009","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1993","1993","kg/ha","563.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1993","1993","t","803799","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1994","1994","kg/ha","539.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1994","1994","t","808662","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1995","1995","kg/ha","589.5","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1995","1995","t","1120000","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1996","1996","kg/ha","601.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1996","1996","t","1235300","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1997","1997","kg/ha","613.9","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1997","1997","t","1119110","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1998","1998","kg/ha","667.3","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1998","1998","t","1201119","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","1999","1999","kg/ha","612.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","1999","1999","t","1163025","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2000","2000","kg/ha","700.6","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2000","2000","t","1401101","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2001","2001","kg/ha","682.1","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2001","2001","t","1212428","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2002","2002","kg/ha","672.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2002","2002","t","1264708","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2003","2003","kg/ha","675.8","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2003","2003","t","1351546","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2004","2004","kg/ha","686.4","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2004","2004","t","1407213","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2005","2005","kg/ha","586.4","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2005","2005","t","1286330","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2006","2006","kg/ha","617.6","A","Official figure",""
